geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_activity_score_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,conversions,revenue_per_conversion,population,Channel3_reach,Channel3_frequency
Geo1,2021-07-26,355810,436401,1685809,1110859,0.39404973792736453,1.860098428390299,4945.8019871550705,4712.164143901753,19239.696337905527,12700.946198651462,22327079,0.03537461515184936,941246.6,652133,1.6495851557132335
Geo1,2021-08-02,1324441,1957724,1616023,715237,0.27161563882174655,-0.12809737965905876,16453.53312401981,23023.83524029735,19049.69334996263,8277.231274095699,24074917,0.034971767625074944,941246.6,500275,1.3835626670401635
Geo1,2021-08-09,3129535,2249343,1516677,247337,-5.296392236824109,-1.185276701542599,35515.37602292489,25955.469199322673,18130.07255866935,2894.842139524504,17071188,0.03446609388785495,941246.6,216635,1.180282963576636
Geo1,2021-08-16,2211439,1289298,1000292,1709339,-2.229004933899266,-1.1662992935444645,25053.410172697215,14509.293058441852,11775.434418831866,20710.676291673528,15818258,0.03524057907553488,941246.6,787798,2.2476996770089794
Geo1,2021-08-23,2475315,1442644,505592,583157,-5.119930570789806,-0.12421114626161545,26604.378300248663,16723.826380789047,6623.015193494318,6496.303194062639,13913925,0.03470029347000752,941246.6,435059,1.3365206394481326
Geo1,2021-08-30,1296477,1394623,951720,863033,-0.37824957732024467,1.6399270788393299,13070.87051019516,16293.260755016498,12258.445152573775,11143.863634856314,22179633,0.03502112585134909,941246.6,565502,1.581395212702541
Geo1,2021-09-06,1293427,743115,97,33,1.054232256077569,5.883655479084655,14368.63801358781,7816.567200531345,-91.61121670365378,463.60080380370056,25490147,0.03467563800695687,941246.6,8,-0.07749146067131396
Geo1,2021-09-13,1395083,1233208,1620277,1148339,1.522235750932688,-0.44963132418062146,15204.312950084084,13718.193061710026,20701.74254996699,13882.659179662603,20909449,0.03517246405856678,941246.6,663291,1.719169689960246
Geo1,2021-09-20,1828996,2482763,1010223,874185,-7.068157542742757,2.326441898463622,19974.476310315054,29037.55076730494,12439.308814602491,9383.169529276873,19292008,0.03503477596945348,941246.6,570243,1.5398396514744805
Geo1,2021-09-27,1707282,1672066,411775,344548,-1.4543849519261853,0.39625792758931877,18296.49318104934,18435.321836044397,4848.799595514516,4812.542819780096,17506258,0.03484261154135035,941246.6,288927,1.2389145158923531
Geo1,2021-10-04,2488806,1741906,212015,1229179,-1.4520168300691345,0.4745246008178393,27967.711324384592,19207.94978568875,1638.8015806193348,15092.098197181862,18203992,0.03546039854772861,941246.6,686440,1.7646385676464833
Geo1,2021-10-11,2396667,1595455,1456354,180206,-0.014171075745291112,0.2518727065632573,26963.954258445257,19855.188666228638,17978.512869482263,2697.6526113941927,21742645,0.03492999543511888,941246.6,163636,1.0958398720364255
Geo1,2021-10-18,2637622,1439632,1186484,88,2.8462165338105803,-1.0960088432022366,29138.173608918485,15745.045835880932,14811.580559415157,245.3017822004778,22832922,0.03453460977579701,941246.6,-50,-0.060644144104262825
Geo1,2021-10-25,2866940,2047136,845244,969423,1.7559532073904482,0.6114260925071474,31301.568216654825,25553.946446683472,10831.59617989904,12073.526903401804,27497111,0.03486618057994929,941246.6,605617,1.604087286813253
Geo1,2021-11-01,1163042,720728,1534821,1220143,-2.929532341613451,0.04974426031960755,12150.358602380718,8124.798980932624,18710.24781218751,14478.460348624443,17475393,0.03492626152813305,941246.6,683561,1.837752406140042
Geo1,2021-11-08,1782741,1589999,1433629,1007941,-0.31567697625331737,-0.37583368326768146,19214.899251661696,18020.10439123516,18569.657319765596,12297.944924631178,22168325,0.03537650354920458,941246.6,618719,1.7555605604485345
Geo1,2021-11-15,903816,697473,751568,-67,2.4007978789846,-2.3335080074787453,9772.891326337842,7780.252571381409,9293.375190531155,-260.52346480842414,18086250,0.03500472681845874,941246.6,-5,0.06917839644650897
Geo1,2021-11-22,2682593,1456928,711945,905995,-0.11870769799666861,7.926139097932236,28222.697677141216,15972.65079356134,9671.868938256499,10314.35449887155,31379468,0.035159149192935654,941246.6,582164,1.5442497723077402
Geo1,2021-11-29,1701838,742254,-96,1501326,3.859240021708607,-5.80932251680704,18299.847548940314,7919.808974834109,-152.3751055392108,17603.02851098521,14911168,0.03528791003959325,941246.6,750055,2.028789487671195
Geo1,2021-12-06,2424982,1856350,1200336,1687069,-1.644771659032007,-2.671179711927733,25965.027877624194,20252.45744573649,14411.739327732583,19954.297841184798,18508979,0.03494642003831251,941246.6,784118,2.237616749867606
Geo1,2021-12-13,2133646,868620,477057,383962,0.5804547221179238,2.542466923888267,25207.633019382953,9544.678454304587,5143.519892779248,4395.181678666477,21550123,0.03519102048015326,941246.6,314958,1.259868958388348
Geo1,2021-12-20,945557,1863341,2297885,468692,3.5967501088954936,-0.08796719266487996,9742.721489355361,21027.412549768804,27292.653736405104,6162.793309545304,23408352,0.03508104777006861,941246.6,368735,1.1905675714423445
Geo1,2021-12-27,928434,2116490,959790,103815,-1.0102432941829156,-2.6349126485161447,12010.969804157075,23121.260479573863,11606.318802730619,1419.733795718469,14644953,0.035006182846840775,941246.6,98104,1.094329369060649
Geo1,2022-01-03,2200761,1977473,284084,1291220,0.593310847222954,-3.466162325169604,26443.03410634317,22543.80622430292,2619.081954894713,15419.910744917694,20004396,0.03472953540891718,941246.6,702433,1.8581484859655004
Geo1,2022-01-10,2269405,1552048,1768876,-86,2.8574964911780096,-3.795764031237843,24672.077387983983,17765.311139901798,20731.943179905375,107.88388069296956,22484692,0.03500990091005663,941246.6,-68,-0.11220321548502793
Geo1,2022-01-17,2619659,1053798,892708,1280053,-1.3650729939912127,-1.1812092593738208,28974.944645928972,12188.895988176837,12094.140664075034,14593.757645182866,21006347,0.03461565077583435,941246.6,698607,1.7784268052949057
Geo1,2022-01-24,1938920,2222208,1297140,567578,-2.552253897895263,1.3316376049158811,20521.27301390203,25969.184006003925,15852.032881893736,8176.751327107577,18948440,0.035124474798005914,941246.6,426040,1.3010530225339352
Geo1,2022-01-31,1645963,1503865,33,735,-0.8672496013172313,-0.27808466878262983,17574.40746789313,17756.076079097948,390.5889190585907,467.6782106835266,21571463,0.03540764475152029,941246.6,773,1.0188263596431473
Geo1,2022-02-07,1648275,1357391,1230360,708565,-7.825822126760647,-4.096437873765218,18780.22062187641,14746.603413458502,15347.54513333633,8435.456106813863,10444657,0.03513262506389064,941246.6,498136,1.448684503012852
Geo1,2022-02-14,2321389,1084876,1930560,320677,4.888357252917843,-0.8733582928745436,25740.833218204036,13649.528743777093,22915.7212970195,4150.210298760091,23685311,0.03461059576762278,941246.6,271426,1.0265395848084131
Geo1,2022-02-21,2967484,-20,468887,530538,2.414066833936703,1.67425911690893,33222.00072224573,-252.83101545518895,6435.374458379209,7549.671765246929,17671061,0.03480292747260679,941246.6,405611,1.2995274661122944
Geo1,2022-02-28,2224819,508828,670856,1537233,8.184993117057823,3.1701072923113616,24063.845291602433,7079.915122059944,8276.682023942074,18270.22650491155,28375585,0.034534637703764484,941246.6,757705,2.094861118899182
Geo1,2022-03-07,2931533,710708,1906990,681778,-3.835871721743269,1.9666033142210197,30996.511261128268,8023.427197591507,22116.235524539585,9366.272091371802,19855658,0.03536445564396772,941246.6,485062,1.4033766970647783
Geo1,2022-03-14,1868840,1774415,1234558,826013,2.116668689835938,1.7219279304748185,21414.369943503934,20918.889249104803,13990.620709656068,9907.016210333144,23886841,0.034690999970637314,941246.6,549677,1.6206932932536389
Geo1,2022-03-21,1502886,2424819,1344431,298302,2.4389508124426023,1.2095222479281014,15756.42299893757,29533.036742951426,16564.094883265505,3537.8176863096323,21890682,0.03515086659649911,941246.6,256026,1.1639478467519055
Geo1,2022-03-28,1728179,-97,1289614,1176996,-4.713198563516662,-1.9463742756955804,18914.27854597946,146.9399483892903,16180.514789813316,14073.155675183265,9210476,0.03550403975561178,941246.6,671643,1.8475801115664452
Geo1,2022-04-04,2353283,2103952,1041026,897871,3.516525808694787,2.118685085847393,27225.804681057638,25146.794276497032,12408.663661771969,10853.885710013357,23338988,0.035295702947219704,941246.6,578213,1.6050600483030308
Geo1,2022-04-11,2821289,2437171,353156,1879053,-1.235626069284818,-3.5826503511984966,33584.46736492232,27109.63286230299,3947.671949207642,21373.66408906941,19091919,0.03469903306711923,941246.6,813727,2.370974278776182
Geo1,2022-04-18,2346246,849736,881355,1015348,3.7466666567511373,-1.284702424132064,26585.75562851582,10349.849713912985,10236.094002703005,12151.0821496498,22752277,0.035508818097196616,941246.6,621089,1.6668000554023972
Geo1,2022-04-25,1586680,3448747,1732875,712133,0.8011605452718301,0.12954900611498585,17011.763057811935,39668.178595972735,21068.318572687676,8916.694273592191,22149150,0.03511245592199437,941246.6,499125,1.3294053631092244
Geo1,2022-05-02,2249347,296364,931214,1820202,3.1800061127891355,-2.787564356028289,25585.6286016276,3073.171352658614,11371.206097907649,20528.19298652703,19012993,0.035100478116169564,941246.6,805158,2.2980875580897817
Geo1,2022-05-09,770277,2722162,804419,1718435,3.1710861898382285,3.448787383664588,7445.151334921697,30254.760834825538,9967.017127376954,18439.05776063876,24480323,0.035456104732108994,941246.6,789674,2.1973026416503765
Geo1,2022-05-16,2954223,1362722,1787103,1724723,-1.0113530466689813,-3.7987703337472136,31795.751925604123,15243.75610033212,22179.230255347957,20290.374693941496,18945290,0.0354393114915284,941246.6,790611,2.1896236804337814
Geo1,2022-05-23,1575846,1083043,841447,1426193,2.473964561781233,-2.2743898777626215,18027.108798802998,11459.458816612278,9854.391856323651,15413.027706318324,22581128,0.035312267082901465,941246.6,733747,1.8748239281235635
Geo1,2022-05-30,1693455,879015,95,863908,0.01193912982830525,-1.1723397204758619,19732.49610032089,9040.382937516799,-1409.5982653980002,10872.578690341858,16259080,0.03489598785444259,941246.6,565732,1.5471335919860347
Geo1,2022-06-06,1434902,1669668,1189897,-16,2.7247781667979774,3.929792124404781,16844.474744561074,18868.88467206093,14829.884670363608,-1732.2018081577742,24748208,0.035220869055838516,941246.6,-48,-0.07362940036891365
Geo1,2022-06-13,1472491,1746071,1400867,1808981,-0.721370386164886,-4.780364009983333,16701.502666193264,18882.397210998,16108.419313478458,20006.07144253944,13084952,0.034533920555576,941246.6,803472,2.3226803242375578
Geo1,2022-06-20,1845624,1536102,975040,580681,0.9804197245219126,0.16369997429073227,20907.42499311194,17244.547310324106,11052.081487951731,6603.956032479879,20354825,0.03485575768841109,941246.6,432622,1.4221141268239013
Geo1,2022-06-27,2410907,1138624,753712,825643,-0.03796484503700262,-0.8059502283849949,24213.062328899585,12151.456148970052,9256.764421099691,9657.615038683183,14875902,0.03544688340594608,941246.6,550032,1.4437947493496741
Geo1,2022-07-04,2322632,1490293,1020282,1309815,-3.1102128799982776,0.44415965179648625,25187.653186995714,16944.908004966965,11136.555156338536,15213.498096229772,17613979,0.03460239146768693,941246.6,708160,1.77745737767922
Geo1,2022-07-11,2322241,994751,380195,1006776,-1.4648224968737313,3.201428597200832,25902.087090658293,11692.734562061947,4052.1096105207803,12449.127495731793,20634262,0.03468208311222809,941246.6,618395,1.7011159242334328
Geo1,2022-07-18,2380008,2137045,1036520,977126,0.5596307756235975,-1.636955045119466,27674.149092079435,24540.220324102324,11406.964289664229,10772.133736504034,21332940,0.03537610018283749,941246.6,608799,1.5923324832432897
Geo1,2022-07-25,2509492,366640,1880345,2221704,-0.2956410108559415,3.8611102582927606,27947.607400241817,3838.0803708255166,21841.00253734184,26570.239710506852,22789143,0.03470967039216761,941246.6,852149,2.4889277310668163
Geo1,2022-08-01,1477799,685301,1253624,665484,0.5488026174845345,3.570725374451627,17112.512801763372,7137.5688150311835,14652.486478703511,7445.279633489324,22190059,0.03524485530936827,941246.6,476917,1.3969454356106537
Geo1,2022-08-08,1627989,2682854,769043,1615746,4.191799105450007,0.99694551438254,18974.819258234504,30982.39340422759,8286.380127386905,18320.74192284541,25705514,0.03536104409421555,941246.6,771687,2.0701140984843076
Geo1,2022-08-15,2714222,1719900,1644137,22,3.7391391442210087,1.3828544623923298,30316.474275165165,19750.93101845954,20132.447597735263,70.77067030047138,27599658,0.03473217200011105,941246.6,-20,0.09986211001995463
Geo1,2022-08-22,2258931,2260585,1685334,362545,-3.8839856600513523,-4.368954558880356,26414.233227560264,26755.277877620807,20786.64293067505,4540.474930747553,14077738,0.03543274536105639,941246.6,300661,1.1091627756274562
Geo1,2022-08-29,2281039,3036353,378139,282885,4.723151142441835,-3.052232527870557,25899.728474320647,34518.69038517827,3478.832074306378,3195.719114633387,19670181,0.03539054653723727,941246.6,244032,1.2950348335057729
Geo1,2022-09-05,2281518,1107280,798447,1339870,-0.4240440982149972,1.2930314081809429,27034.064179725036,13334.905562023961,9739.896321841885,15897.935614932247,20574002,0.03492549616784778,941246.6,715392,1.906938024650387
Geo1,2022-09-12,2608328,949673,2126488,832708,-1.3404283377865298,-0.09554714521347973,28818.687683722907,12127.66728359524,25576.475074850867,9122.932969423922,18988456,0.0348058689704533,941246.6,552354,1.5525676967342272
Geo1,2022-09-19,2365799,2160563,218933,1479481,3.971133351131884,1.652413318509714,26724.259138751546,24703.608224984553,3366.950561890283,18250.537570815617,29191371,0.03527326204596709,941246.6,746020,2.075914617831739
Geo1,2022-09-26,782521,1389752,2227737,723757,1.5025360272974846,-1.3252396956755066,8086.736732056605,17229.769645460743,27016.739718623423,7826.771826522932,23222964,0.03482405935794156,941246.6,504801,1.408118736071016
Geo1,2022-10-03,2731024,2806910,2385637,1227300,-4.506707189768056,6.15852473096352,30231.86790145632,32987.040741134515,29103.6244905979,14390.872199928803,26257813,0.03469757734000568,941246.6,686309,1.8161452159307716
Geo1,2022-10-10,613633,730123,442189,301790,1.691562594553628,-4.200546224146011,7970.170095943229,7865.265669810376,6076.294104445384,3468.1140013813692,12883506,0.03486547747393141,941246.6,257836,1.131844243739244
Geo1,2022-10-17,434416,1963748,96392,1133614,0.10040548478350636,1.3872869392489051,4561.913961753369,22827.842923740915,1593.7655713548093,13604.41549801945,20414802,0.03458569257880411,941246.6,659415,1.653463874133037
Geo1,2022-10-24,2762850,557696,1733656,1817376,0.812533073483869,1.9155905120534227,29164.87377929837,6414.643151382514,21011.409356030028,21089.468208151353,24502287,0.03476177587612523,941246.6,804574,2.239369047380876
Geo1,2022-10-31,2285553,2580408,972345,676471,0.46452799802462086,-6.573362025341815,24833.166187169696,30139.39567002871,13848.779394773439,7848.910751097962,11213796,0.03453232040722146,941246.6,482871,1.4193688044419468
Geo1,2022-11-07,2472514,1755048,1146579,2036292,1.1465103009625226,2.5319593665295987,27419.582213701102,20645.82296454877,14079.250286833983,23354.99785081918,29073238,0.03474174365811689,941246.6,833403,2.466307513694418
Geo1,2022-11-14,2555419,1433988,-61,1146890,-1.2791996028510804,0.4676875423364638,27702.528677932714,17384.527613090846,34.606341403638716,12873.108084286854,19253160,0.03550424128648152,941246.6,663005,1.75676484904973
Geo1,2022-11-21,2881177,1277857,1701968,1277155,3.5684525026393334,4.0209019590913195,32867.13110175067,13604.256399522377,20251.466566823725,15159.123835956163,29593416,0.03497333492967517,941246.6,698900,1.733855376993555
Geo1,2022-11-28,1845014,2416099,-94,72,0.0884142068782493,3.4668337508667646,19711.173759943023,27703.778618841432,-364.2530228445246,127.0144814093389,21770641,0.03521379930419124,941246.6,16,-0.05016390085100048
Geo1,2022-12-05,2271752,2446328,3026948,790570,-4.294833803334788,1.995718907785884,24969.657630111436,28341.28874565747,35280.88072424171,8689.712732078426,20616704,0.03484713027393449,941246.6,534488,1.5226132207731236
Geo1,2022-12-12,1949736,1577532,966109,1040547,-5.551993062242757,-1.0264488116739543,23192.90576230448,18844.396993609134,10809.795913233776,12104.09535418639,17750738,0.03535450791727381,941246.6,629434,1.6337447455767242
Geo1,2022-12-19,2302163,1418455,711927,1236106,-0.9676447528751807,-1.3051459162645782,24447.157209454774,16010.074707068205,7964.163495619396,14656.080415591014,19334287,0.035370171014179407,941246.6,688282,1.8655614062025305
Geo1,2022-12-26,1984195,1660506,934399,1758739,-2.8415413783925922,-2.3155263392037053,20578.26268342401,20031.2174573839,12009.89631126233,20063.083239523974,16209966,0.035258270469119966,941246.6,796629,2.2329858203495947
Geo1,2023-01-02,3353841,1481887,1247310,661385,-3.5382209066974193,1.5652352471721203,38621.14090622794,17278.789012228663,14576.316848705965,8277.624727952154,21145720,0.03478458510074975,941246.6,474537,1.3537827673470977
Geo1,2023-01-09,2523634,1289955,281928,1995039,0.9912070918551807,0.6436561537229081,29024.9369149702,14845.413823864379,2505.924289334369,23446.302744704673,21461329,0.03523998771244029,941246.6,828054,2.475975989216583
Geo1,2023-01-16,686419,1092931,808841,727316,-1.3571936025583575,-1.92504641900676,9000.14238896716,14303.000322219425,8701.83808069005,8522.423380302402,19948555,0.03531170115146648,941246.6,507084,1.3629089415219466
Geo1,2023-01-23,3014945,1879160,1732290,181718,-1.3407944392825102,1.336404639801782,33652.343229193415,21201.505274378585,20715.769791184437,4004.4317160412966,19140153,0.0350665743515451,941246.6,165939,1.1332165505106568
Geo1,2023-01-30,984997,2147419,705939,1067729,1.05687799750232,3.349576546285905,11334.556055412735,23847.687251370146,6872.672532402592,12753.007545268296,25461048,0.03536966553142773,941246.6,638854,1.6446927232595288
Geo1,2023-02-06,599185,1540935,769971,1196560,-3.39366834311795,-0.08997940920580999,6282.743047966161,17195.870189035995,9802.290406351083,15016.841207851474,16924024,0.03464888943924441,941246.6,676590,1.69482044921949
Geo1,2023-02-13,595709,3154103,1835656,971791,1.5973972335774131,-0.05164299497362934,5764.064251511038,35753.80227325559,21849.30409113473,12121.457618781815,23106275,0.03534107313154026,941246.6,605877,1.5871467132585693
Geo1,2023-02-20,1839408,1305101,1482162,1132376,3.057468161356882,0.4295341473369473,21385.289496768863,15302.515296912803,18549.93595239007,12775.90424173187,24426082,0.03500185270119742,941246.6,657970,1.6903557881370501
Geo1,2023-02-27,1963239,1439165,361299,2581047,-0.7222583906327268,-3.4617993118705437,20877.342867658273,15879.559474214451,4427.821488967674,30780.634906205374,17252606,0.03459406447890314,941246.6,880292,3.0466368365875187
Geo1,2023-03-06,2535116,2484843,1362096,1140656,0.4625211494011046,-0.2820809587392873,28114.60054333423,28002.065890578415,16581.265271720116,13910.623393364633,21894060,0.03470443006310677,941246.6,661397,1.718537159176041
Geo1,2023-03-13,2819031,1663143,1439411,198774,-1.1535140471886685,-0.4105552007478985,31316.38221706827,19718.678469793012,16988.818058091383,1822.5067780182762,18119644,0.034914631680110754,941246.6,179052,1.231002779606513
Geo1,2023-03-20,2084205,1061094,1001010,272444,-1.35687705370282,0.7516478315734363,23408.85705567094,11885.476202849177,10704.053930211589,3627.1916346785324,16458335,0.034953721093577236,941246.6,237091,1.1510287192703288
Geo1,2023-03-27,1924976,903368,1077574,1494756,0.15993065477031623,-1.3552633495706237,21264.084745879278,10380.31956667213,13825.415306712306,18613.381196411243,17489260,0.03476757729160589,941246.6,748923,1.9194766715973883
Geo1,2023-04-03,2295209,1811449,1504122,77,1.1229985630737276,-3.4672570174940693,27193.79594405734,20785.315499879594,16573.388293682317,-822.7784049376007,19468877,0.034615409039164276,941246.6,82,-0.0951504313444254
Geo1,2023-04-10,1937763,208958,1583529,72,0.18553055991433848,0.41507629209907715,21043.150286160202,2174.9120008177324,19869.886710027375,-558.5203002509319,20421890,0.03485082809005075,941246.6,-49,-0.08408166636216288
Geo1,2023-04-17,1664665,1692820,733698,89,1.6067120337725347,-0.5064910487904558,17065.01601824494,18956.25337469971,8299.342810004038,-1049.0825551844368,20999691,0.03510894602405344,941246.6,-40,-0.11024347043577906
Geo1,2023-04-24,1458219,1936838,1277660,512933,4.028714160786883,-2.310357576918179,17213.642209691672,21438.414631792715,14975.896412329757,6774.665467116283,19999470,0.03464312974090572,941246.6,395594,1.2887906460810288
Geo1,2023-05-01,4247449,2271945,1362738,1610534,-5.568403990987565,2.2585498517767673,47075.9622403179,26321.042733307222,16947.53101441991,18415.429598543276,20737343,0.03502549413494806,941246.6,771295,2.1151939114415215
Geo1,2023-05-08,1143221,1614400,1257242,49,0.8935357729690158,3.7905261414946416,13095.179883211795,17440.81537637618,14839.143093383847,-597.29654279596,25089973,0.03499349765646324,941246.6,77,-0.14946352573200514
Geo1,2023-05-15,2356537,1336947,1544791,1183012,1.1026604210110855,-3.0022198026708096,25495.04773451149,16603.999687808555,19375.60605600494,12580.694362312,14947098,0.035052142824337836,941246.6,673386,1.5694052201049455
Geo1,2023-05-22,1841849,492696,1779434,294854,2.537125635119536,-3.36262607497465,22005.610610874126,5048.371411655168,21695.153389626186,4031.2027492713314,17774730,0.035358999987794244,941246.6,252785,1.130498116334835
Geo1,2023-05-29,938137,1631166,1577973,1296694,4.293866031486047,0.33317602720398853,10329.010399582217,17422.23646321069,18352.19442584146,15182.94517512052,21479151,0.035004924081281426,941246.6,704281,1.8242084898294053
Geo1,2023-06-05,2650147,1578951,1397544,1512204,2.7370048243030207,-0.7000196061296933,29465.909878521557,16677.31408086769,15352.399118196878,18533.765497810575,21796916,0.03474511708620678,941246.6,752385,1.9554050734493142
Geo1,2023-06-12,1822520,304849,1042284,1419143,-8.539581575580549,0.9025191410389288,20067.252989889166,2858.832958439828,12351.71916961468,16813.187124845594,10841063,0.03499202291219468,941246.6,733333,1.9608046626379598
Geo1,2023-06-19,3164180,1240569,982017,610632,4.977091955775097,-1.4299704570312541,34085.216980590616,13779.672662516488,11986.118684083493,7460.918114808396,21665595,0.03459343666011501,941246.6,449394,1.331899523006647
Geo1,2023-06-26,1850346,1837928,558639,724716,-1.4981454586667033,1.4960168091058366,21200.569652463793,21237.47650462964,6715.9260387650575,7645.846922507987,17298045,0.03512393616227356,941246.6,505178,1.421420213305723
Geo1,2023-07-03,1244917,1460503,519911,-4,1.0789666915580054,-1.256872556984859,14293.988203141167,16364.340084096695,5591.160287531593,-141.66843127098065,18359723,0.034912206552187144,941246.6,91,0.10809761257860913
